source,target,value
"inj_trans_other","Amputation of finger (excluding thumb)",.3934138
"inj_fires","Amputation of finger (excluding thumb)",.2308528
"inj_othunintent","Amputation of finger (excluding thumb)",3.73747
"inj_trans_road_other","Foreign body in ear",.000518
"inj_foreign_other","Foreign body in ear",93.25976
"inj_homicide_other","Foreign body in ear",.1106182
"inj_animal_venom","Foreign body in ear",.0294153
"inj_foreign_eye","Foreign body in ear",.1111104
"inj_foreign_aspiration","Foreign body in ear",.0789089
"inj_poisoning","Foreign body in ear",.0163696
"inj_mech_gun","Foreign body in ear",.01352
"inj_drowning","Foreign body in ear",.0010191
"inj_othunintent","Foreign body in ear",.2508126
"inj_falls","Foreign body in ear",.0535976
"inj_mech_suffocate","Foreign body in ear",.0001433
"inj_homicide_knife","Foreign body in ear",.0068255
"inj_trans_road_4wheel","Foreign body in ear",.2257288
"inj_trans_road_pedal","Foreign body in ear",.000518
"inj_suicide","Foreign body in ear",.0229528
"inj_trans_road_2wheel","Foreign body in ear",.0210024
"inj_mech_other","Foreign body in ear",.0496353
"inj_animal_nonven","Foreign body in ear",.0879438
"inj_trans_other","Foreign body in ear",.3685761
"inj_fires","Foreign body in ear",.032363
"inj_trans_road_pedest","Foreign body in ear",.0976225
"inj_homicide_gun","Foreign body in ear",.0004917
"inj_drowning","Foreign body in respiratory system",.1275053
"inj_othunintent","Foreign body in respiratory system",1.329788
"inj_trans_road_other","Foreign body in respiratory system",.0043497
"inj_animal_nonven","Foreign body in respiratory system",.016696
"inj_suicide","Foreign body in respiratory system",.0329046
"inj_poisoning","Foreign body in respiratory system",.0578197
"inj_mech_suffocate","Foreign body in respiratory system",2.000487
"inj_trans_road_pedal","Foreign body in respiratory system",.0164918
"inj_falls","Foreign body in respiratory system",.5054705
"inj_homicide_gun","Foreign body in respiratory system",.0056944
"inj_foreign_eye","Foreign body in respiratory system",.0748439
"inj_foreign_aspiration","Foreign body in respiratory system",112.9166
"inj_trans_road_2wheel","Foreign body in respiratory system",.0211328
"inj_homicide_knife","Foreign body in respiratory system",.067387
"inj_homicide_other","Foreign body in respiratory system",.731527
"inj_animal_venom","Foreign body in respiratory system",.0592385
"inj_mech_other","Foreign body in respiratory system",.0492262
"inj_trans_other","Foreign body in respiratory system",3.474046
"inj_foreign_other","Foreign body in respiratory system",3.42016
"inj_trans_road_pedest","Foreign body in respiratory system",.5781033
"inj_trans_road_4wheel","Foreign body in respiratory system",.2000647
"inj_fires","Foreign body in respiratory system",.1801892
"inj_mech_gun","Foreign body in respiratory system",.008481
"inj_trans_road_2wheel","Foreign body in gastrointestinal or urogenital system",.0317506
"inj_trans_road_pedest","Foreign body in gastrointestinal or urogenital system",.3164375
"inj_suicide","Foreign body in gastrointestinal or urogenital system",.1224857
"inj_mech_suffocate","Foreign body in gastrointestinal or urogenital system",.0824991
"inj_foreign_eye","Foreign body in gastrointestinal or urogenital system",1.514063
"inj_animal_venom","Foreign body in gastrointestinal or urogenital system",.0378139
"inj_homicide_knife","Foreign body in gastrointestinal or urogenital system",.0254227
"inj_foreign_other","Foreign body in gastrointestinal or urogenital system",302.7468
"inj_trans_road_pedal","Foreign body in gastrointestinal or urogenital system",.0390211
"inj_drowning","Foreign body in gastrointestinal or urogenital system",.0690595
"inj_trans_road_other","Foreign body in gastrointestinal or urogenital system",.0235675
"inj_homicide_other","Foreign body in gastrointestinal or urogenital system",.087329
"inj_poisoning","Foreign body in gastrointestinal or urogenital system",.1203215
"inj_othunintent","Foreign body in gastrointestinal or urogenital system",.5711747
"inj_fires","Foreign body in gastrointestinal or urogenital system",.1669388
"inj_animal_nonven","Foreign body in gastrointestinal or urogenital system",.0163477
"inj_homicide_gun","Foreign body in gastrointestinal or urogenital system",.0033102
"inj_mech_gun","Foreign body in gastrointestinal or urogenital system",.0030344
"inj_trans_road_4wheel","Foreign body in gastrointestinal or urogenital system",.1109863
"inj_falls","Foreign body in gastrointestinal or urogenital system",.2908178
"inj_foreign_aspiration","Foreign body in gastrointestinal or urogenital system",15.86383
"inj_mech_other","Foreign body in gastrointestinal or urogenital system",.047308
"inj_trans_other","Foreign body in gastrointestinal or urogenital system",2.381297
"inj_trans_other","Spinal cord lesion at neck level",.0033443
"inj_animal_venom","Spinal cord lesion at neck level",.0004624
"inj_othunintent","Spinal cord lesion at neck level",.0241526
"inj_animal_nonven","Spinal cord lesion at neck level",.0008292
"inj_suicide","Spinal cord lesion at neck level",.003844
"inj_falls","Spinal cord lesion at neck level",.3162834
"inj_homicide_gun","Spinal cord lesion at neck level",.0063669
"inj_poisoning","Spinal cord lesion at neck level",.0236323
"inj_fires","Spinal cord lesion at neck level",.006073
"inj_homicide_other","Spinal cord lesion at neck level",.012253
"inj_trans_road_pedal","Spinal cord lesion at neck level",.0633552
"inj_trans_road_4wheel","Spinal cord lesion at neck level",.5726396
"inj_mech_other","Spinal cord lesion at neck level",.0192631
"inj_drowning","Spinal cord lesion at neck level",.0054746
"inj_homicide_knife","Spinal cord lesion at neck level",.0024835
"inj_foreign_eye","Spinal cord lesion at neck level",.0003984
"inj_trans_road_pedest","Spinal cord lesion at neck level",.1524397
"inj_foreign_other","Spinal cord lesion at neck level",.0005242
"inj_trans_road_other","Spinal cord lesion at neck level",.0829741
"inj_mech_suffocate","Spinal cord lesion at neck level",.0097236
"inj_foreign_aspiration","Spinal cord lesion at neck level",.0035031
"inj_mech_gun","Spinal cord lesion at neck level",.0133147
"inj_trans_road_2wheel","Spinal cord lesion at neck level",.0559032
"inj_poisoning","Spinal cord lesion below neck level",.09333
"inj_trans_other","Spinal cord lesion below neck level",.0076433
"inj_homicide_knife","Spinal cord lesion below neck level",.0357295
"inj_trans_road_pedest","Spinal cord lesion below neck level",1.454489
"inj_mech_other","Spinal cord lesion below neck level",3.999268
"inj_fires","Spinal cord lesion below neck level",3.41843
"inj_homicide_gun","Spinal cord lesion below neck level",.0059965
"inj_foreign_other","Spinal cord lesion below neck level",.0024151
"inj_animal_nonven","Spinal cord lesion below neck level",.3834964
"inj_animal_venom","Spinal cord lesion below neck level",.0005304
"inj_mech_suffocate","Spinal cord lesion below neck level",.0554832
"inj_trans_road_pedal","Spinal cord lesion below neck level",.6040978
"inj_trans_road_other","Spinal cord lesion below neck level",.2355415
"inj_mech_gun","Spinal cord lesion below neck level",.0346677
"inj_foreign_eye","Spinal cord lesion below neck level",.0045421
"inj_foreign_aspiration","Spinal cord lesion below neck level",.0006999
"inj_trans_road_2wheel","Spinal cord lesion below neck level",.571226
"inj_falls","Spinal cord lesion below neck level",6.673525
"inj_othunintent","Spinal cord lesion below neck level",.5035849
"inj_homicide_other","Spinal cord lesion below neck level",.4252337
"inj_trans_road_4wheel","Spinal cord lesion below neck level",3.876868
"inj_suicide","Spinal cord lesion below neck level",.0740417
"inj_drowning","Spinal cord lesion below neck level",.0147514
"inj_drowning","Non-fatal submersion",11.61809
"inj_mech_suffocate","Non-fatal submersion",.0409615
"inj_mech_gun","Non-fatal submersion",.0001447
"inj_homicide_gun","Non-fatal submersion",.0001058
"inj_animal_nonven","Non-fatal submersion",.0024065
"inj_foreign_other","Non-fatal submersion",.0169049
"inj_mech_other","Non-fatal submersion",.0279878
"inj_poisoning","Non-fatal submersion",.0327965
"inj_othunintent","Non-fatal submersion",.4287229
"inj_trans_road_pedal","Non-fatal submersion",.0042645
"inj_suicide","Non-fatal submersion",.0694238
"inj_trans_road_other","Non-fatal submersion",.0032179
"inj_trans_road_4wheel","Non-fatal submersion",.1024501
"inj_animal_venom","Non-fatal submersion",.0038359
"inj_homicide_knife","Non-fatal submersion",.0014203
"inj_falls","Non-fatal submersion",.0468233
"inj_homicide_other","Non-fatal submersion",.0371632
"inj_trans_road_2wheel","Non-fatal submersion",.0135828
"inj_trans_other","Non-fatal submersion",.13786
"inj_trans_road_pedest","Non-fatal submersion",.0569356
"inj_fires","Non-fatal submersion",.2841621
"inj_foreign_aspiration","Non-fatal submersion",.0687954
"inj_trans_road_pedal","Asphyxiation",.0057376
"inj_foreign_aspiration","Asphyxiation",.2562406
"inj_homicide_other","Asphyxiation",.0175456
"inj_falls","Asphyxiation",.0289998
"inj_drowning","Asphyxiation",.0577194
"inj_homicide_knife","Asphyxiation",.0001877
"inj_mech_gun","Asphyxiation",.0042717
"inj_homicide_gun","Asphyxiation",4.88e-06
"inj_mech_suffocate","Asphyxiation",2.513033
"inj_animal_nonven","Asphyxiation",.000931
"inj_othunintent","Asphyxiation",.2345013
"inj_trans_road_other","Asphyxiation",.0057376
"inj_fires","Asphyxiation",.1061978
"inj_foreign_other","Asphyxiation",.1385475
"inj_suicide","Asphyxiation",.0679138
"inj_trans_road_pedest","Asphyxiation",.0115624
"inj_poisoning","Asphyxiation",.038058
"inj_mech_other","Asphyxiation",.0024533
"inj_animal_venom","Asphyxiation",.0023
"inj_trans_road_2wheel","Asphyxiation",.0106542
"inj_trans_road_4wheel","Asphyxiation",.0095219
"inj_trans_other","Asphyxiation",.0515132
"inj_homicide_gun","Crush injury",.0026834
"inj_trans_other","Crush injury",.1179849
"inj_mech_other","Crush injury",2.524172
"inj_trans_road_pedal","Crush injury",.8901591
"inj_trans_road_2wheel","Crush injury",.5409204
"inj_animal_nonven","Crush injury",.0241467
"inj_foreign_aspiration","Crush injury",.0057636
"inj_trans_road_other","Crush injury",.0908872
"inj_trans_road_4wheel","Crush injury",2.28077
"inj_poisoning","Crush injury",.0061911
"inj_homicide_other","Crush injury",.018428
"inj_mech_gun","Crush injury",.014806
"inj_homicide_knife","Crush injury",.0073276
"inj_falls","Crush injury",1.383113
"inj_othunintent","Crush injury",.6008888
"inj_suicide","Crush injury",.0178922
"inj_foreign_eye","Crush injury",.036198
"inj_foreign_other","Crush injury",.0794769
"inj_trans_road_pedest","Crush injury",1.984765
"inj_fires","Crush injury",.1349627
"inj_drowning","Crush injury",.0334908
"inj_mech_suffocate","Crush injury",.030285
"inj_animal_venom","Crush injury",.0043771
"inj_trans_road_other","Injured nerves",.0290443
"inj_trans_road_pedest","Injured nerves",.8462104
"inj_homicide_other","Injured nerves",.1971331
"inj_fires","Injured nerves",.1501915
"inj_animal_nonven","Injured nerves",.0409212
"inj_foreign_other","Injured nerves",.2232801
"inj_foreign_aspiration","Injured nerves",.0721305
"inj_trans_road_4wheel","Injured nerves",1.484554
"inj_falls","Injured nerves",1.118831
"inj_suicide","Injured nerves",.0437152
"inj_drowning","Injured nerves",.0692165
"inj_trans_road_2wheel","Injured nerves",.2696043
"inj_mech_suffocate","Injured nerves",.0057944
"inj_trans_road_pedal","Injured nerves",.2041949
"inj_homicide_knife","Injured nerves",.0704421
"inj_animal_venom","Injured nerves",.0154478
"inj_mech_gun","Injured nerves",.2517322
"inj_trans_other","Injured nerves",1.553314
"inj_poisoning","Injured nerves",.0173545
"inj_homicide_gun","Injured nerves",.0823295
"inj_mech_other","Injured nerves",.7779385
"inj_foreign_eye","Injured nerves",.0429738
"inj_othunintent","Injured nerves",5.549954
"inj_trans_road_other","Injury to eyes (including foreign body eye)",.066083
"inj_animal_venom","Injury to eyes (including foreign body eye)",.3873564
"inj_mech_other","Injury to eyes (including foreign body eye)",105.797
"inj_trans_road_2wheel","Injury to eyes (including foreign body eye)",1.448761
"inj_mech_suffocate","Injury to eyes (including foreign body eye)",2.412891
"inj_fires","Injury to eyes (including foreign body eye)",56.1365
"inj_mech_gun","Injury to eyes (including foreign body eye)",9.728599
"inj_homicide_knife","Injury to eyes (including foreign body eye)",.585052
"inj_suicide","Injury to eyes (including foreign body eye)",.0489801
"inj_animal_nonven","Injury to eyes (including foreign body eye)",1.035079
"inj_othunintent","Injury to eyes (including foreign body eye)",149.1273
"inj_poisoning","Injury to eyes (including foreign body eye)",.074576
"inj_foreign_other","Injury to eyes (including foreign body eye)",1.60989
"inj_foreign_aspiration","Injury to eyes (including foreign body eye)",.1628571
"inj_falls","Injury to eyes (including foreign body eye)",25.31293
"inj_trans_road_pedal","Injury to eyes (including foreign body eye)",2.896085
"inj_drowning","Injury to eyes (including foreign body eye)",.0669368
"inj_trans_other","Injury to eyes (including foreign body eye)",3.165879
"inj_trans_road_pedest","Injury to eyes (including foreign body eye)",3.222445
"inj_trans_road_4wheel","Injury to eyes (including foreign body eye)",16.52933
"inj_homicide_gun","Injury to eyes (including foreign body eye)",.2008293
"inj_homicide_other","Injury to eyes (including foreign body eye)",6.215107
"inj_foreign_eye","Injury to eyes (including foreign body eye)",52.12413
"inj_homicide_knife","Amputation of one lower limb",.0092884
"inj_poisoning","Amputation of one lower limb",.0077501
"inj_trans_road_2wheel","Amputation of one lower limb",.3136328
"inj_homicide_gun","Amputation of one lower limb",.0015353
"inj_animal_nonven","Amputation of one lower limb",.0081931
"inj_foreign_aspiration","Amputation of one lower limb",.0266801
"inj_trans_road_pedal","Amputation of one lower limb",.1049301
"inj_animal_venom","Amputation of one lower limb",.007752
"inj_drowning","Amputation of one lower limb",.1012822
"inj_foreign_other","Amputation of one lower limb",.0156835
"inj_othunintent","Amputation of one lower limb",.24442
"inj_trans_road_pedest","Amputation of one lower limb",1.32802
"inj_mech_suffocate","Amputation of one lower limb",.0046366
"inj_trans_other","Amputation of one lower limb",.3087658
"inj_trans_road_4wheel","Amputation of one lower limb",.2329501
"inj_mech_gun","Amputation of one lower limb",.0045641
"inj_trans_road_other","Amputation of one lower limb",.0234399
"inj_falls","Amputation of one lower limb",.8435182
"inj_fires","Amputation of one lower limb",.110012
"inj_suicide","Amputation of one lower limb",.0545504
"inj_homicide_other","Amputation of one lower limb",.0373539
"inj_mech_other","Amputation of one lower limb",.1654602
"inj_foreign_eye","Amputation of one lower limb",.0003896
"inj_trans_other","Open wound",22.49772
"inj_homicide_gun","Open wound",6.77589
"inj_trans_road_2wheel","Open wound",119.673
"inj_mech_gun","Open wound",13.77446
"inj_suicide","Open wound",2.018145
"inj_trans_road_pedest","Open wound",147.9998
"inj_poisoning","Open wound",.4464546
"inj_foreign_aspiration","Open wound",.2644741
"inj_falls","Open wound",476.9648
"inj_mech_other","Open wound",442.6456
"inj_mech_suffocate","Open wound",20.06172
"inj_trans_road_pedal","Open wound",181.4816
"inj_animal_nonven","Open wound",402.3459
"inj_homicide_other","Open wound",55.68926
"inj_fires","Open wound",24.24493
"inj_foreign_eye","Open wound",.4534537
"inj_trans_road_other","Open wound",3.595136
"inj_othunintent","Open wound",468.8133
"inj_animal_venom","Open wound",8.164352
"inj_trans_road_4wheel","Open wound",494.3056
"inj_drowning","Open wound",.4843061
"inj_foreign_other","Open wound",154.6665
"inj_homicide_knife","Open wound",18.62231
"inj_mech_other","Poisoning",1.00277
"inj_trans_road_pedal","Poisoning",.431365
"inj_suicide","Poisoning",24.79359
"inj_animal_venom","Poisoning",31.10794
"inj_mech_gun","Poisoning",.49539
"inj_homicide_other","Poisoning",6.476605
"inj_trans_other","Poisoning",5.47273
"inj_falls","Poisoning",4.687331
"inj_animal_nonven","Poisoning",1.832846
"inj_foreign_other","Poisoning",12.23362
"inj_trans_road_other","Poisoning",.07993
"inj_trans_road_pedest","Poisoning",3.608517
"inj_poisoning","Poisoning",141.4246
"inj_trans_road_4wheel","Poisoning",1.67038
"inj_fires","Poisoning",18.51351
"inj_othunintent","Poisoning",128.5138
"inj_homicide_gun","Poisoning",1.004812
"inj_trans_road_2wheel","Poisoning",.4044298
"inj_drowning","Poisoning",.4932364
"inj_homicide_knife","Poisoning",.1745828
"inj_foreign_eye","Poisoning",.0569247
"inj_mech_suffocate","Poisoning",.8035065
"inj_foreign_aspiration","Poisoning",1.401749
"inj_mech_suffocate","Severe chest Injury",.1941354
"inj_animal_venom","Severe chest Injury",.0531066
"inj_mech_gun","Severe chest Injury",.1815806
"inj_foreign_aspiration","Severe chest Injury",.2183724
"inj_trans_road_pedal","Severe chest Injury",.8539543
"inj_trans_road_4wheel","Severe chest Injury",5.777164
"inj_trans_road_other","Severe chest Injury",.2020011
"inj_homicide_knife","Severe chest Injury",.233875
"inj_trans_road_2wheel","Severe chest Injury",.7226194
"inj_poisoning","Severe chest Injury",.0243304
"inj_foreign_other","Severe chest Injury",.2138737
"inj_trans_other","Severe chest Injury",.9546196
"inj_drowning","Severe chest Injury",.0335603
"inj_falls","Severe chest Injury",2.428454
"inj_foreign_eye","Severe chest Injury",.0018997
"inj_homicide_other","Severe chest Injury",.135814
"inj_homicide_gun","Severe chest Injury",.1541683
"inj_trans_road_pedest","Severe chest Injury",2.401444
"inj_mech_other","Severe chest Injury",.7765782
"inj_fires","Severe chest Injury",.5894079
"inj_animal_nonven","Severe chest Injury",.1023703
"inj_othunintent","Severe chest Injury",2.993599
"inj_suicide","Severe chest Injury",.0685203
"inj_trans_road_4wheel","Internal hemorrhage in abdomen or pelvis",7.003945
"inj_animal_nonven","Internal hemorrhage in abdomen or pelvis",.7444714
"inj_foreign_eye","Internal hemorrhage in abdomen or pelvis",.4879533
"inj_mech_other","Internal hemorrhage in abdomen or pelvis",10.57974
"inj_mech_suffocate","Internal hemorrhage in abdomen or pelvis",.3313915
"inj_suicide","Internal hemorrhage in abdomen or pelvis",.1500863
"inj_foreign_other","Internal hemorrhage in abdomen or pelvis",4.313397
"inj_trans_road_pedest","Internal hemorrhage in abdomen or pelvis",11.35136
"inj_foreign_aspiration","Internal hemorrhage in abdomen or pelvis",.1602017
"inj_poisoning","Internal hemorrhage in abdomen or pelvis",.364016
"inj_fires","Internal hemorrhage in abdomen or pelvis",31.0855
"inj_othunintent","Internal hemorrhage in abdomen or pelvis",27.85184
"inj_homicide_knife","Internal hemorrhage in abdomen or pelvis",.3691629
"inj_homicide_other","Internal hemorrhage in abdomen or pelvis",.4465306
"inj_drowning","Internal hemorrhage in abdomen or pelvis",.1265594
"inj_falls","Internal hemorrhage in abdomen or pelvis",6.009019
"inj_trans_other","Internal hemorrhage in abdomen or pelvis",1.492602
"inj_mech_gun","Internal hemorrhage in abdomen or pelvis",.8992386
"inj_trans_road_pedal","Internal hemorrhage in abdomen or pelvis",.9057049
"inj_animal_venom","Internal hemorrhage in abdomen or pelvis",.9515174
"inj_trans_road_other","Internal hemorrhage in abdomen or pelvis",.265559
"inj_trans_road_2wheel","Internal hemorrhage in abdomen or pelvis",1.870731
"inj_homicide_gun","Internal hemorrhage in abdomen or pelvis",.1922227
"inj_homicide_other","Contusion",13.87454
"inj_mech_gun","Contusion",3.922199
"inj_animal_nonven","Contusion",2.548648
"inj_foreign_aspiration","Contusion",.0253688
"inj_drowning","Contusion",.2586774
"inj_trans_road_pedal","Contusion",37.96192
"inj_trans_road_other","Contusion",2.975022
"inj_suicide","Contusion",.2620422
"inj_foreign_eye","Contusion",.0663143
"inj_mech_suffocate","Contusion",5.582469
"inj_falls","Contusion",178.1688
"inj_homicide_gun","Contusion",2.353776
"inj_mech_other","Contusion",305.9936
"inj_trans_road_4wheel","Contusion",213.4654
"inj_trans_other","Contusion",29.23078
"inj_animal_venom","Contusion",2.789103
"inj_othunintent","Contusion",179.1716
"inj_foreign_other","Contusion",5.733462
"inj_trans_road_pedest","Contusion",57.38864
"inj_homicide_knife","Contusion",1.350342
"inj_fires","Contusion",5.488583
"inj_trans_road_2wheel","Contusion",9.079794
"inj_poisoning","Contusion",.1855788
"inj_trans_road_other","Environmental factors (e.g. temperature, pressure, electricity)",.0032334
"inj_mech_suffocate","Environmental factors (e.g. temperature, pressure, electricity)",.1392278
"inj_homicide_gun","Environmental factors (e.g. temperature, pressure, electricity)",.0212917
"inj_trans_road_pedal","Environmental factors (e.g. temperature, pressure, electricity)",.0120393
"inj_foreign_aspiration","Environmental factors (e.g. temperature, pressure, electricity)",.0361413
"inj_foreign_eye","Environmental factors (e.g. temperature, pressure, electricity)",.0596625
"inj_trans_road_2wheel","Environmental factors (e.g. temperature, pressure, electricity)",.068861
"inj_falls","Environmental factors (e.g. temperature, pressure, electricity)",.387152
"inj_trans_road_4wheel","Environmental factors (e.g. temperature, pressure, electricity)",.2150335
"inj_suicide","Environmental factors (e.g. temperature, pressure, electricity)",.0238007
"inj_mech_gun","Environmental factors (e.g. temperature, pressure, electricity)",1.08496
"inj_homicide_other","Environmental factors (e.g. temperature, pressure, electricity)",.0429895
"inj_poisoning","Environmental factors (e.g. temperature, pressure, electricity)",.0970196
"inj_homicide_knife","Environmental factors (e.g. temperature, pressure, electricity)",.0046493
"inj_animal_venom","Environmental factors (e.g. temperature, pressure, electricity)",.0256742
"inj_fires","Environmental factors (e.g. temperature, pressure, electricity)",46.67699
"inj_animal_nonven","Environmental factors (e.g. temperature, pressure, electricity)",.011193
"inj_othunintent","Environmental factors (e.g. temperature, pressure, electricity)",49.15663
"inj_drowning","Environmental factors (e.g. temperature, pressure, electricity)",.126893
"inj_trans_road_pedest","Environmental factors (e.g. temperature, pressure, electricity)",.1797657
"inj_trans_other","Environmental factors (e.g. temperature, pressure, electricity)",.343973
"inj_foreign_other","Environmental factors (e.g. temperature, pressure, electricity)",.0612636
"inj_mech_other","Environmental factors (e.g. temperature, pressure, electricity)",.1269529
"inj_medical","Complications of medical treatment",565.0865
"inj_mech_other","Complications of medical treatment",1.046982
"inj_trans_road_2wheel","Complications of medical treatment",.5179419
"inj_homicide_other","Complications of medical treatment",.3627028
"inj_foreign_eye","Complications of medical treatment",1.916827
"inj_mech_gun","Complications of medical treatment",.1117614
"inj_mech_suffocate","Complications of medical treatment",.0146051
"inj_fires","Complications of medical treatment",2.430605
"inj_othunintent","Complications of medical treatment",26.32532
"inj_trans_other","Complications of medical treatment",2.396521
"inj_trans_road_4wheel","Complications of medical treatment",1.712459
"inj_falls","Complications of medical treatment",12.36694
"inj_drowning","Complications of medical treatment",.2389264
"inj_foreign_other","Complications of medical treatment",1.049239
"inj_animal_nonven","Complications of medical treatment",.1186897
"inj_foreign_aspiration","Complications of medical treatment",.621762
"inj_homicide_gun","Complications of medical treatment",.0232926
"inj_poisoning","Complications of medical treatment",.2722334
"inj_trans_road_pedal","Complications of medical treatment",.372087
"inj_trans_road_other","Complications of medical treatment",.2292072
"inj_trans_road_pedest","Complications of medical treatment",7.248368
"inj_suicide","Complications of medical treatment",.3642015
"inj_animal_venom","Complications of medical treatment",.2183902
"inj_homicide_knife","Complications of medical treatment",.0967942
"inj_trans_road_4wheel","Superficial injury",387.7663
"inj_suicide","Superficial injury",.3137298
"inj_mech_suffocate","Superficial injury",17.91515
"inj_trans_road_other","Superficial injury",4.479459
"inj_animal_nonven","Superficial injury",97.09203
"inj_foreign_eye","Superficial injury",.0731919
"inj_trans_road_pedal","Superficial injury",25.58595
"inj_fires","Superficial injury",13.07914
"inj_animal_venom","Superficial injury",13.34971
"inj_homicide_knife","Superficial injury",3.111678
"inj_foreign_aspiration","Superficial injury",.0909919
"inj_poisoning","Superficial injury",.1650245
"inj_falls","Superficial injury",253.2633
"inj_homicide_other","Superficial injury",21.0115
"inj_trans_other","Superficial injury",7.631042
"inj_drowning","Superficial injury",.1825503
"inj_othunintent","Superficial injury",280.535
"inj_foreign_other","Superficial injury",2.446202
"inj_mech_other","Superficial injury",306.222
"inj_mech_gun","Superficial injury",7.422725
"inj_trans_road_pedest","Superficial injury",55.39852
"inj_homicide_gun","Superficial injury",2.46229
"inj_trans_road_2wheel","Superficial injury",25.66054
"inj_trans_road_2wheel","Multiple significant injuries",31.7147
"inj_animal_nonven","Multiple significant injuries",1.090996
"inj_suicide","Multiple significant injuries",.2817462
"inj_foreign_other","Multiple significant injuries",.531607
"inj_trans_other","Multiple significant injuries",.818223
"inj_homicide_knife","Multiple significant injuries",2.786637
"inj_drowning","Multiple significant injuries",.2536937
"inj_trans_road_pedal","Multiple significant injuries",46.17188
"inj_foreign_aspiration","Multiple significant injuries",.0811432
"inj_animal_venom","Multiple significant injuries",2.445486
"inj_homicide_other","Multiple significant injuries",22.68875
"inj_mech_gun","Multiple significant injuries",2.792017
"inj_trans_road_other","Multiple significant injuries",4.855027
"inj_trans_road_4wheel","Multiple significant injuries",430.5997
"inj_mech_other","Multiple significant injuries",17.24206
"inj_fires","Multiple significant injuries",76.28363
"inj_homicide_gun","Multiple significant injuries",2.873952
"inj_poisoning","Multiple significant injuries",.0880729
"inj_trans_road_pedest","Multiple significant injuries",137.9667
"inj_mech_suffocate","Multiple significant injuries",1.290349
"inj_othunintent","Multiple significant injuries",68.15865
"inj_foreign_eye","Multiple significant injuries",.0425156
"inj_falls","Multiple significant injuries",120.7779
"inj_foreign_aspiration","Amputation of one upper limb",.000363
"inj_trans_road_pedal","Amputation of one upper limb",.0042444
"inj_trans_road_4wheel","Amputation of one upper limb",.134039
"inj_mech_other","Amputation of one upper limb",.0528517
"inj_foreign_other","Amputation of one upper limb",.0098132
"inj_fires","Amputation of one upper limb",.0049641
"inj_trans_road_2wheel","Amputation of one upper limb",.0180466
"inj_homicide_other","Amputation of one upper limb",.0021896
"inj_animal_venom","Amputation of one upper limb",.0003924
"inj_homicide_gun","Amputation of one upper limb",.0011385
"inj_mech_gun","Amputation of one upper limb",.0020827
"inj_trans_road_pedest","Amputation of one upper limb",.0821897
"inj_othunintent","Amputation of one upper limb",.0304009
"inj_drowning","Amputation of one upper limb",.0017263
"inj_suicide","Amputation of one upper limb",.0145236
"inj_trans_other","Amputation of one upper limb",.118162
"inj_falls","Amputation of one upper limb",.064006
"inj_trans_road_other","Amputation of one upper limb",.0023306
"inj_poisoning","Amputation of one upper limb",.0021106
"inj_animal_nonven","Amputation of one upper limb",.0068403
"inj_homicide_knife","Amputation of one upper limb",.0077782
"inj_foreign_other","Amputation of thumb",.3133554
"inj_trans_road_pedal","Amputation of thumb",.0353806
"inj_fires","Amputation of thumb",.0594539
"inj_animal_nonven","Amputation of thumb",.0360526
"inj_homicide_knife","Amputation of thumb",.0478179
"inj_trans_road_pedest","Amputation of thumb",.0433078
"inj_mech_other","Amputation of thumb",5.755262
"inj_suicide","Amputation of thumb",.0132948
"inj_animal_venom","Amputation of thumb",.0013061
"inj_falls","Amputation of thumb",.1388389
"inj_trans_road_2wheel","Amputation of thumb",.0762799
"inj_trans_road_4wheel","Amputation of thumb",.1961706
"inj_homicide_other","Amputation of thumb",.0127934
"inj_mech_suffocate","Amputation of thumb",.3417236
"inj_poisoning","Amputation of thumb",.0184403
"inj_homicide_gun","Amputation of thumb",.0004504
"inj_trans_road_other","Amputation of thumb",.0449067
"inj_foreign_aspiration","Amputation of thumb",.0015898
"inj_drowning","Amputation of thumb",.0013982
"inj_othunintent","Amputation of thumb",2.123816
"inj_trans_other","Amputation of thumb",.0810658
"inj_mech_gun","Amputation of thumb",.056322
"inj_trans_road_2wheel","Amputation of toe",.1372102
"inj_trans_road_pedal","Amputation of toe",.181587
"inj_fires","Amputation of toe",.0065125
"inj_othunintent","Amputation of toe",.0465024
"inj_drowning","Amputation of toe",.0011099
"inj_animal_nonven","Amputation of toe",.0189359
"inj_suicide","Amputation of toe",.0036471
"inj_homicide_other","Amputation of toe",.0045364
"inj_homicide_gun","Amputation of toe",.0006451
"inj_mech_other","Amputation of toe",.2057005
"inj_foreign_aspiration","Amputation of toe",.0023477
"inj_trans_road_other","Amputation of toe",.0035818
"inj_animal_venom","Amputation of toe",.0034118
"inj_falls","Amputation of toe",.1263966
"inj_trans_road_pedest","Amputation of toe",.150292
"inj_trans_road_4wheel","Amputation of toe",.0568999
"inj_trans_other","Amputation of toe",.116653
"inj_mech_gun","Amputation of toe",.0646428
"inj_foreign_other","Amputation of toe",.0205778
"inj_poisoning","Amputation of toe",.0007189
"inj_homicide_knife","Amputation of toe",.0046375
"inj_trans_road_pedest","Burns with <20% total burned surface area",2.145405
"inj_homicide_gun","Burns with <20% total burned surface area",.0312172
"inj_homicide_other","Burns with <20% total burned surface area",1.043425
"inj_foreign_other","Burns with <20% total burned surface area",.141151
"inj_homicide_knife","Burns with <20% total burned surface area",.0441512
